full_name,track,metric,n,n_pre,n_post,r2,level_change_coef,level_change_se,level_change_p,level_change_ci_lo,level_change_ci_hi,slope_change_coef,slope_change_se,slope_change_p,slope_change_ci_lo,slope_change_ci_hi,slope_pre_coef,slope_pre_p,dof,intercept_coef,intercept_se,intercept_p,intercept_ci_lo,intercept_ci_hi,slope_pre_se,slope_pre_ci_lo,slope_pre_ci_hi,category
EduardoPires/EquinoxProject,A1,brain_method_density_per_kloc,51,41,10,0.8291468743591717,-0.11743527583870797,0.029269183503351094,0.00021437575265854345,-0.17480287550527612,-0.060067676172139824,0.003876578128262271,0.004630809064491037,0.40675740808746413,-0.005199807638140161,0.012952963894664703,-0.003876578128262342,7.542259622774086e-09,47,0.6933838424852315,0.012815228643922993,5.445270709366873e-44,0.6682659943431425,0.7185016906273206,0.0005519816433894323,-0.004958462149305629,-0.0027946941072190547,implementation
Kiln-AI/Kiln,A1,brain_method_density_per_kloc,19,10,9,0.15205682476133908,-0.14363715537567495,0.15283934158622958,0.36221293662248,-0.44320226488468495,0.15592795413333504,-0.03369604234057028,0.027970936383388004,0.24699052907808336,-0.08851907765201077,0.0211269929708702,0.0267668054557701,0.16243900837845607,15,0.32243153476096553,0.09688601761482389,0.0045882655825576005,0.1325349402359107,0.5123281292860203,0.018218655421377374,-0.00894175917012955,0.06247537008166975,implementation
MervinPraison/PraisonAI,A1,brain_method_density_per_kloc,23,14,9,0.2855748606395353,-0.7585400942491399,0.5719775182134509,0.2005053870119951,-1.8796160299475035,0.3625358414492238,0.17753231362600522,0.09348148450406074,0.07284053662893174,-0.005691396001953841,0.3607560232539643,-0.05434257867215886,0.18564482532529492,19,1.5782240750931786,0.332937733682569,0.00014237568096175918,0.9256661170753434,2.230782033111014,0.03957038522555463,-0.13190053371424593,0.02321537636992821,implementation
NethermindEth/nethermind,A1,brain_method_density_per_kloc,51,42,9,0.4626297312981179,0.039366046483222845,0.019680472302642995,0.05126876239105909,0.0007923207700425774,0.0779397721964031,-0.00804978772548433,0.003555324954692229,0.028220208688206905,-0.015018224636681097,-0.0010813508142875619,0.0015076650252048198,8.11722344545292e-05,47,0.7201378361953665,0.008311336371534552,1.6652580454399878e-53,0.7038476169071588,0.7364280554835743,0.0003493053056955291,0.0008230266260415828,0.002192303424368057,implementation
NewFuture/DDNS,A1,brain_method_density_per_kloc,51,42,9,0.928886801584914,-0.33207323641943903,0.03594740578258873,3.881129763964271e-12,-0.40253015175331297,-0.2616163210855651,-0.029707668579752117,0.006707497463407063,5.6239634836206134e-05,-0.04285436360802996,-0.016560973551474276,-0.00042732968980372125,0.519849550896861,47,0.5220510371693986,0.0156802172347181,2.4645821656175577e-34,0.49131781138935116,0.552784262949446,0.000659001492624501,-0.001718972615347743,0.0008643132357403006,implementation
PriorLabs/TabPFN,A1,brain_method_density_per_kloc,46,36,10,0.7425335417032306,-0.34905259467109195,0.11797542727771708,0.005057547168525579,-0.5802844321354175,-0.11782075720676649,-0.05386176630318461,0.018575820778590955,0.005920216432180078,-0.09027037502922289,-0.017453157577146335,-0.0009687408120425782,0.7197360254730902,42,1.1598402558779795,0.054612395761179815,4.404349312271475e-24,1.052799960186067,1.266880551569892,0.00268176087891763,-0.006224992134721133,0.004287510510635977,implementation
PromtEngineer/localGPT,A1,brain_method_density_per_kloc,34,26,8,0.9999173260896697,0.9957936081608673,0.0033041384193610033,8.732984263420022e-54,0.9893174968589197,1.0022697194628147,-0.005386310203867395,0.0006260623607267043,1.3439426065321934e-09,-0.0066133924308917355,-0.004159227976843055,1.5612511283791264e-17,0.9999999999998818,30,-2.7100993012096073e-16,0.0015251112510148114,0.9999999999998594,-0.0029892180519893014,0.0029892180519887593,0.00010447052715241691,-0.00020476223321872153,0.00020476223321875276,implementation
Significant-Gravitas/AutoGPT,A1,brain_method_density_per_kloc,35,25,10,0.11017516452566578,-0.3983734779319353,0.407313450705932,0.3356203015358653,-1.196707841315562,0.39996088545169145,0.005085499213313348,0.06180412798794018,0.9349497779682361,-0.11605059164304941,0.12622159006967612,-0.0015181566215123907,0.917648799641586,31,1.1095280073802887,0.21640055478646586,1.4914858753182656e-05,0.6853829199988156,1.5336730947617618,0.014563766966193721,-0.030063139875252082,0.027026826632227302,implementation
Skyvern-AI/skyvern,A1,brain_method_density_per_kloc,24,14,10,0.8845477729083693,-0.4219028799988592,0.20440558709565013,0.052229371685942855,-0.8225378307063335,-0.02126792929138499,0.09394929790215736,0.03174871262822255,0.007756177735207312,0.03172182115084117,0.15617677465347357,-0.09621891682496748,9.693722526593245e-06,20,3.5588826428827858,0.12553258164108397,1.2683986564552843e-17,3.3128387828662613,3.8049265028993102,0.01639796780288003,-0.12835893371861234,-0.06407889993132262,implementation
TobikoData/sqlmesh,A1,brain_method_density_per_kloc,42,33,9,0.05806605245735419,-0.11352799889157564,0.1762670771469417,0.5234000709497107,-0.4590114700995813,0.23195547231643007,-0.009932600350670916,0.02912527918578033,0.7349593040077406,-0.06701814755480036,0.04715294685345853,0.005977675967057293,0.15186622153083273,38,0.6422267712176555,0.07613531416988685,3.0871322891300033e-10,0.4930015554446773,0.7914519869906337,0.004087708850234654,-0.00203423337940263,0.013989585313517214,implementation
aipotheosis-labs/aci,A1,brain_method_density_per_kloc,17,7,10,0.9588542449562265,0.23311119303486902,0.04963695350697449,0.00041798344554187783,0.13582276416119904,0.330399621908539,-0.02070179422158807,0.00970130037210305,0.05247336772969636,-0.03971634295091005,-0.0016872454922660929,0.032012358037643476,0.0014106878974625937,13,-0.047652230272868176,0.03325080655763033,0.17543413134705282,-0.11282381112582363,0.017519350580087273,0.007929946718333337,0.016469662469710135,0.04755505360557682,implementation
airbytehq/airbyte,A1,brain_method_density_per_kloc,51,37,14,0.7026245681647751,0.08724458127808837,0.060457827076139045,0.15563429331721093,-0.031252759791144155,0.20574192234732092,-0.016786395413206246,0.006640461588585142,0.014894779745719134,-0.029801700126833124,-0.003771090699579368,-0.00852980372148357,8.28447570394121e-07,47,1.300010016328868,0.03141777521468768,1.255695157551514e-38,1.23843117690808,1.3615888557496558,0.0015026723481080836,-0.011475041523775414,-0.005584565919191726,implementation
alexanderjeurissen/ranger_devicons,A1,brain_method_density_per_kloc,51,41,10,-inf,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,implementation
bentoml/BentoML,A1,brain_method_density_per_kloc,49,35,14,0.9498606487747582,0.0025565470292798634,0.03625584173673644,0.944096944819331,-0.06850490277472356,0.07361799683328328,-0.012046144457576598,0.003845963183708325,0.003048292710024161,-0.019584232297644916,-0.004508056617508281,0.01859310798988576,2.9704562541033252e-24,45,0.5705043962189427,0.019709425780973646,9.96625043231607e-31,0.5318739216882343,0.609134870749651,0.0009175343135796701,0.016794740735269608,0.020391475244501914,implementation
browser-use/browser-use,A1,brain_method_density_per_kloc,15,7,8,0.8430957623518021,-0.5660030812377905,0.40097880927108465,0.1857364891571461,-1.3519215474091164,0.21991538493353535,0.24125212742515698,0.07713837434025698,0.009620033620674186,0.09006091371825328,0.3924433411320607,-0.18013076807398848,0.011996572682572768,11,3.0618391164684535,0.2145950221198504,1.927497950271662e-08,2.641232873113547,3.4824453598233602,0.05996623053343124,-0.29766457991951367,-0.06259695622846326,implementation
bruin-data/ingestr,A1,brain_method_density_per_kloc,25,16,9,0.40644184419532925,-0.008559152712557255,0.09563951468796626,0.929537454175509,-0.1960126015009711,0.1788942960758566,-0.04835788695956894,0.015701630981456115,0.005681149028886434,-0.07913308368322293,-0.017582690235914956,0.019650406215506167,0.004030201547351426,21,0.5262218064971403,0.05371622692653031,2.7744856349579516e-09,0.42093800172114093,0.6315056112731398,0.006087009038595769,0.00771986849985846,0.031580943931153876,implementation
cartography-cncf/cartography,A1,brain_method_density_per_kloc,51,42,9,0.4484862475221034,-0.006291931804893682,0.012002432232873216,0.6025882115802478,-0.029816698981325183,0.017232835371537823,-0.005957371898016258,0.0020487852376455,0.005540896355019621,-0.009972990963801439,-0.001941752832231078,0.0011336836083568425,9.658369193661062e-07,47,0.03271730546389164,0.004789475921359001,1.4747773319109988e-08,0.023329932658028,0.04210467826975528,0.00020129005445640663,0.0007391551016222855,0.0015282121150913994,implementation
commaai/opendbc,A1,brain_method_density_per_kloc,51,41,10,0.31852641984684515,-0.40549245615789753,0.3946194887972205,0.3094195505670147,-1.1789466542004496,0.3679617418846546,0.03270640568388439,0.06177097711437548,0.5989657571741877,-0.08836470946029155,0.15377752082806034,-0.019970806129454705,0.009304798879742553,47,2.706118683030165,0.17094403683133733,1.8327037476508687e-20,2.3710683708407436,3.041168995219586,0.007362956448110637,-0.03440220076775155,-0.005539411491157857,implementation
crewAIInc/crewAI,A1,brain_method_density_per_kloc,29,14,15,0.2622389138842667,-0.3535659057854383,0.2549441091880388,0.1777340431073006,-0.8532563597939943,0.1461245482231177,-0.0038321931841957986,0.03043732203422237,0.9008146641724106,-0.06348934437127164,0.05582495800288005,0.04020209330436257,0.08732835440490617,25,0.5205570412731338,0.17288415023018677,0.005880360556736654,0.1817041068219678,0.8594099757242999,0.02259248207993985,-0.0040791715723195315,0.08448335818104467,implementation
crewAIInc/crewAI-tools,A1,brain_method_density_per_kloc,25,10,15,0.9081544259682115,0.4269505903361215,0.18306921703826623,0.029724144404828432,0.06813492494111967,0.7857662557311234,-0.19814744184236693,0.027373577769456287,3.9371578646258287e-07,-0.25179965427050127,-0.14449522941423262,0.16718580477087058,7.169086822135707e-07,21,0.1954532688977543,0.12895771613731183,0.1445194252167885,-0.05730385473137686,0.44821039252688544,0.024032696742126887,0.12008171915630189,0.21428989038543927,implementation
dagster-io/dagster,A1,brain_method_density_per_kloc,50,41,9,0.9412031220613157,-0.019427544103225988,0.015231257179208698,0.2085345229149603,-0.04928080817447504,0.010425719968023061,-0.003982778216634398,0.002547125810827409,0.12475728246454931,-0.008975144805856119,0.0010095883725873235,0.005727569623899426,1.0278115454514715e-26,46,0.2779447542728477,0.0060232022356725284,3.569179246722465e-40,0.26613927789092956,0.28975023065476585,0.00025113572214782997,0.00523534360848968,0.006219795639309173,implementation
dotnet/android,A1,brain_method_density_per_kloc,51,42,9,0.041224333755626286,-0.2280672713801344,0.17183740318390409,0.1908450583673267,-0.5648685816205864,0.1087340388603176,0.029723193594805967,0.028726794973366703,0.30611050752762575,-0.02658132455299277,0.0860277117426047,0.00018120567246567913,0.9490804836551827,47,0.9747769983665516,0.06715505866338206,5.478757129285702e-19,0.8431530833863228,1.1064009133467805,0.0028223642079695053,-0.005350628175154551,0.005713039520085909,implementation
dotnet/aspire,A1,brain_method_density_per_kloc,30,20,10,0.1931561914441129,0.18156044386313255,0.09608994392336698,0.07002746879377847,-0.006775846226666715,0.3698967339529318,0.007030885716237631,0.014524973979158109,0.632399235315035,-0.021438063282912263,0.03549983471538752,-0.009486715420883921,0.06033647602793941,26,0.774443652905129,0.053768485434022975,6.63749915825694e-14,0.6690574214544439,0.879829884355814,0.004830923212362644,-0.018955324917114703,-1.8105924653139677e-05,implementation
dotnet/aspnetcore,A1,brain_method_density_per_kloc,51,41,10,0.9139357641810106,0.0011416086651062772,0.005238005828118665,0.8284137663700445,-0.009124882758006306,0.011408100088218862,-0.0007273842507065727,0.0008285815478717375,0.384481656983353,-0.002351404084535178,0.0008966355831220327,0.00163905619186257,2.7730398219745665e-21,47,0.57104525132195,0.002293003628142258,5.318823369567137e-75,0.5665509642107912,0.5755395384331089,9.876498860284354e-05,0.0014454768142009966,0.0018326355695241433,implementation
dotnet/docfx,A1,brain_method_density_per_kloc,51,41,10,0.23866517270856757,-0.2045567919750294,0.09183830737017436,0.030749718829550125,-0.38455987442057116,-0.024553709529487655,-0.0010647963704787102,0.014614520485475088,0.9422276684235869,-0.029709256522009883,0.027579663781052463,0.001361645314172645,0.43834096836507547,47,0.715112470368907,0.04044399562460461,2.1093709889634004e-22,0.635842238944682,0.7943827017931321,0.0017420167669572244,-0.002052707549063515,0.004775998177408805,implementation
dotnet/dotnet-api-docs,A1,brain_method_density_per_kloc,51,42,9,0.8247992695164055,-0.026873282246790062,0.00573455900333435,2.409645462067362e-05,-0.038113017893325385,-0.015633546600254736,0.0007056352924457305,0.0010097503427812149,0.4881073638669404,-0.0012734753794054507,0.0026847459642969115,-0.0005974272870441758,2.4924966037537776e-07,47,0.7151685136068011,0.0023605084927751643,5.331270052806171e-79,0.7105419169609618,0.7197951102526404,9.920644572751073e-05,-0.0007918719206700969,-0.0004029826534182548,implementation
dotnet/maui,A1,brain_method_density_per_kloc,51,41,10,0.08993509627294316,0.07097708826675739,0.0523313102345925,0.18148303817640396,-0.03159227979304391,0.17354645632655868,-0.0050186704862484645,0.00827823965581171,0.547266840834127,-0.021244020211639417,0.011206679239142488,0.00030781273661274007,0.7564604982621446,47,0.7796508865356898,0.022909071067492993,9.145950678462189e-35,0.7347491072434036,0.824552665827976,0.0009867468656016988,-0.0016262111199665894,0.0022418365931920698,implementation
dotnet/msbuild,A1,brain_method_density_per_kloc,51,41,10,0.8413758747747275,0.03912226063935652,0.014796470861489735,0.01110016476957155,0.010121177750836638,0.0681233435278764,-0.0013184398714424304,0.0023521620064160765,0.5777854180838702,-0.005928677404017941,0.0032917976611330797,0.0025252327448542196,8.376373168227249e-12,47,0.09797550311153104,0.0065093363816077655,1.338697576089939e-19,0.08521720380357982,0.11073380241948226,0.0002803722269128842,0.0019757031801049666,0.0030747623096034726,implementation
dotnet/sdk,A1,brain_method_density_per_kloc,51,41,10,0.12820401379359492,-0.1359607472224949,0.14487338871607855,0.35279591933685667,-0.41991258910600887,0.14799109466101906,-0.02177893002951352,0.023093901416916474,0.35047293127925455,-0.0670429768066698,0.023485116747642767,0.0029654371196938317,0.28685905412191903,47,0.5563861496316724,0.06390970191523698,2.300815699808655e-11,0.431123133877808,0.6816491653855369,0.0027527392036372036,-0.0024299317194350877,0.008360805958822751,implementation
dropseed/plain,A1,brain_method_density_per_kloc,51,41,10,0.5916758991764031,-0.4714326289615738,0.32298846037450113,0.1510531746592808,-1.104490011295596,0.16162475337244842,-0.06707430932670548,0.05182879188362702,0.20193617788843,-0.16865874141861442,0.034510122765203474,0.04822841113390991,4.957823249497978e-10,47,0.9186132117742237,0.1434301887806261,6.553868643862042e-08,0.6374900417641965,1.199736381784251,0.0061778711495974435,0.036119783680698916,0.0603370385871209,implementation
elsa-workflows/elsa-core,A1,brain_method_density_per_kloc,51,41,10,0.5112798785787807,0.1634325342674434,0.0250901288245557,4.473154432881553e-08,0.11425588177131421,0.21260918676357257,-0.01590219333275746,0.003967992471557333,0.00021752723983909427,-0.023679458577009833,-0.008124928088505085,-0.0006432055954228637,0.18034538572550748,47,0.28731528228629144,0.010980960361828038,1.1514972734292746e-29,0.26579259997710847,0.3088379645954744,0.00047297545092107055,-0.0015702374792281619,0.0002838262883824346,implementation
getsentry/sentry,A1,brain_method_density_per_kloc,50,37,13,0.957318556304675,0.024051016904783236,0.009728942154084068,0.017191626293034234,0.004982290282778464,0.043119743526788004,0.0020599894979530446,0.001114866785021335,0.07107522341383012,-0.00012514940068877184,0.004245128396594861,-0.005339947029635935,7.256383748272594e-28,46,0.6198422941366277,0.004697776973241552,5.596757940456764e-61,0.6106346512690742,0.6290499370041812,0.00021999619841694395,-0.005771139578533145,-0.004908754480738724,implementation
graphistry/pygraphistry,A1,brain_method_density_per_kloc,50,42,8,0.4549672127880321,-0.015126469490417157,0.029368334096329583,0.60897707636827,-0.07268840431922315,0.04243546533838883,-0.017662007259454254,0.005942701569765253,0.004693398672725541,-0.02930970233619415,-0.006014312182714358,0.0026041566832159446,1.5386560639157067e-06,46,0.29654164135555655,0.011587744129390997,7.510681619678468e-29,0.2738296628619502,0.3192536198491629,0.00047227503850701694,0.0016784976077421914,0.003529815758689698,implementation
ikamensh/flynt,A1,brain_method_density_per_kloc,51,42,9,0.7682949745418554,0.19199339111074723,0.0673245175138573,0.006441187794310024,0.060037336783586914,0.32394944543790755,0.023357993268152105,0.011249149624092023,0.04334834210187689,0.0013096600049317397,0.04540632653137247,-0.013683704685664974,2.1097892649991227e-16,47,0.8050392445162535,0.026297305481501238,1.0741557585889228e-32,0.7534965257725111,0.8565819632599959,0.0011052119562438827,-0.015849920119902983,-0.011517489251426965,implementation
janbjorge/pgqueuer,A1,brain_method_density_per_kloc,23,14,9,0.3176187004983625,-0.13749649989882465,0.1019235670567602,0.19319083971971926,-0.33726669133007464,0.062273691532425346,-0.02971923907781335,0.016798507316712816,0.09291713472895384,-0.06264431341857048,0.0032058352629437716,0.016771264941411592,0.041867422227156274,19,0.33552216595212486,0.058922083564542836,1.727936237999671e-05,0.2200348821656209,0.45100944973862883,0.007686033783979304,0.0017066387248121564,0.031835891158011026,implementation
keephq/keep,A1,brain_method_density_per_kloc,37,28,9,0.5112991590915659,-0.09892574677173469,0.12104359847022572,0.41963364550119525,-0.33617119977337706,0.13831970622990772,-0.01873629886906917,0.02003241234921457,0.3564283992074165,-0.05799982707352973,0.02052722933539139,0.01866811189277461,9.483913846596517e-06,33,0.8895892543451397,0.0563495006864773,6.099783172625246e-17,0.7791442329996442,1.0000342756906353,0.003572465630130783,0.011666079257718273,0.025670144527830945,implementation
langbot-app/LangBot,A1,brain_method_density_per_kloc,39,29,10,0.6654100423829092,-1.692141190818174,0.5881037948860294,0.0067908408633413605,-2.8448246287947914,-0.5394577528415565,-0.28751201744137805,0.08741057359280442,0.0022958719195698618,-0.4588367416832747,-0.1161872931994814,0.13739448847934874,2.392185949802709e-09,35,0.8820337535183816,0.28176043487332725,0.0035129733267288744,0.3297833011666602,1.434284205870103,0.017288483999318465,0.10350905984068454,0.17127991711801294,implementation
langchain-ai/langgraph,A1,brain_method_density_per_kloc,31,22,9,0.07834338894447224,0.18269322776945077,0.1643809341661235,0.2761946627437308,-0.1394934031961513,0.5048798587350528,-0.010161868328529777,0.026465970838860604,0.7040154380260844,-0.06203517117269656,0.041711434515637004,-0.0012877020937511767,0.8484646837707323,27,0.7329246263576028,0.0819098505315269,1.4573074492910396e-09,0.57238131931581,0.8934679333993956,0.0066747631488898885,-0.014370237865575359,0.011794833678073005,implementation
mangiucugna/json_repair,A1,brain_method_density_per_kloc,30,20,10,0.5750827744094769,-0.5111406593650168,0.20512468115085744,0.01941182021264674,-0.9131850344206974,-0.10909628430933627,-0.10608396029802086,0.030901406819088335,0.0020102180730466775,-0.166650717663434,-0.04551720293260773,0.04948921819439315,5.473022343210128e-05,26,-0.07252525211707021,0.1143906932175633,0.5316109032209564,-0.2967310108234943,0.15168050658935384,0.01027763104506759,0.029345061346060675,0.06963337504272563,implementation
marin-community/levanter,A1,brain_method_density_per_kloc,46,37,9,0.2166342250419082,-0.028991468028293048,0.07649781297242203,0.7066087810179238,-0.17892718145424022,0.12094424539765411,-0.0010127530139125854,0.013357629116794754,0.9399236448137414,-0.027193706082830303,0.025168200055005134,0.004520187375935971,0.006666669355638387,42,0.38610558205445594,0.03316057155266291,9.879281132401344e-15,0.32111086181123666,0.4511003022976752,0.0015834902165132946,0.0014165465515699133,0.0076238282003020285,implementation
microsoft/PowerToys,A1,brain_method_density_per_kloc,51,41,10,0.6269212794751946,-0.11071175732104388,0.0381514949714262,0.005629302380817608,-0.18548868746503921,-0.03593482717704853,-0.012193821396733225,0.006233773166446514,0.05641238224959686,-0.024412016802968395,2.4374009501943253e-05,0.0065688573797672645,1.4626102088322027e-11,47,0.5225089530157683,0.01725124645171315,1.7318347300438332e-32,0.4886965099704105,0.5563213960611261,0.0007430512269048188,0.00511247697503382,0.008025237784500708,implementation
microsoft/WinUI-Gallery,A1,brain_method_density_per_kloc,51,43,8,0.7535843702284101,0.06379352263086935,0.030602264812445885,0.042564849349591066,0.003813083598475417,0.12377396166326328,0.00741439225586826,0.006549361003066371,0.26334419705745116,-0.0054223553101418265,0.020251139821878348,0.0030531941826442313,4.1229837772480206e-07,47,0.6954319389429054,0.012659784877244836,2.700423328463551e-44,0.6706187605835056,0.7202451173023053,0.0005194721356980657,0.0020350287966760224,0.00407135956861244,implementation
microsoft/autogen,A1,brain_method_density_per_kloc,49,39,10,0.3097780689273948,0.1551401872450293,0.2704366150026147,0.5690503061089531,-0.37491557816009546,0.6851959526501541,-0.024063927156598396,0.04275191686910536,0.5763147306588762,-0.1078576842200449,0.059729829906848095,0.015919785905233252,0.003140037210959023,45,0.8466216826318853,0.11950377418039003,7.637780755662366e-09,0.6123942852383208,1.0808490800254498,0.005100021985292918,0.005923742814059132,0.02591582899640737,implementation
microsoft/fluentui-blazor,A1,brain_method_density_per_kloc,51,42,9,0.003376376743683185,-0.011319568646126696,0.11675501813030821,0.9231772010217247,-0.2401594041815308,0.2175202668892774,-0.0032118157860672623,0.01933579380072727,0.8687850481100666,-0.04110997163549271,0.03468634006335819,0.0005124515027065974,0.7885318176369812,47,0.4826160794710739,0.04520157463423185,3.706728869849582e-14,0.39402099318797945,0.5712111657541683,0.0018997125299375598,-0.00321098505597102,0.004235888061384215,implementation
microsoft/magentic-ui,A1,brain_method_density_per_kloc,16,6,10,0.6261373456228454,-0.18129297283962503,0.08631462509833097,0.05750675998353808,-0.35046963803235376,-0.012116307646896335,-0.001555448784344071,0.021692531330992176,0.9440184186530294,-0.044072810193088736,0.0409619126244006,-1.5439038936193583e-16,0.9999999999999939,12,1.3532390431290393,0.059436006201723006,3.055774747657328e-11,1.2367444709736621,1.4697336152844165,0.019748699723126484,-0.03870745145732806,0.038707451457327756,implementation
microsoft/perfview,A1,brain_method_density_per_kloc,51,41,10,0.6768130431623632,0.019533958017927094,0.013888416230968747,0.16615564817984588,-0.007687337794771647,0.046755253830625836,-0.010313908471515853,0.002197582192266658,2.3534386605647207e-05,-0.014621169568358502,-0.006006647374673203,0.0022148565311770558,5.372036033896742e-11,47,1.3246880225004334,0.006081554619399045,2.866349808537631e-72,1.3127681754464113,1.3366078695544554,0.0002619466734813446,0.0017014410511536206,0.002728272011200491,implementation
microsoft/testfx,A1,brain_method_density_per_kloc,51,41,10,0.8323485741285185,0.1301430248518526,0.09968908532999066,0.19808094520552852,-0.06524758239492906,0.3255336320986343,0.02500711772345915,0.0158015836385537,0.12022619960165516,-0.005963986208106103,0.055978221655024404,-0.02493779091439653,1.7950917074678314e-17,47,0.8864474130200878,0.04372905564535338,7.1064683195591075e-25,0.8007384639551951,0.9721563620849805,0.0018835119270724965,-0.028629474291458623,-0.021246107537334434,implementation
