repo_id,full_name,language,track,target_date,commit_sha,total_loc,n_files,n_parse_errors,n_classes,n_methods,n_god_class,n_data_class,n_feature_envy,n_brain_method,design_smell_count,design_smell_density_per_kloc,implementation_smell_count,implementation_smell_density_per_kloc,status
134182879.0,wieslawsoltes/Dock,C#,A2,2025-11-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2025-12-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2026-01-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2026-02-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2026-03-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2026-04-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2026-05-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
134182879.0,wieslawsoltes/Dock,C#,A2,2026-06-25T10:52:03+00:00,41fa214df992377b0efd1f95c581086bbf3c3528,13533,245,0,208,584,4,10,6,20,14,1.0345082391191902,26,1.9212295869356388,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-01-01T00:00:00+00:00,a4e4b8bc732db5da27bd9c282676b982ac4bdfb2,19842,164,0,126,686,4,26,34,32,30,1.5119443604475356,66,3.3262775929845785,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-02-01T00:00:00+00:00,1e0a9eabfe488dd20cf553208a2effeae23d8a09,19929,164,0,126,688,4,26,34,32,30,1.505343971097396,66,3.311756736414271,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-03-01T00:00:00+00:00,d31efcb99eed70ed7d4671035007c046a5e1a9f3,20010,167,0,129,693,4,26,34,32,30,1.4992503748125936,66,3.298350824587706,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-04-01T00:00:00+00:00,d31efcb99eed70ed7d4671035007c046a5e1a9f3,20010,167,0,129,693,4,26,34,32,30,1.4992503748125936,66,3.298350824587706,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-05-01T00:00:00+00:00,d31efcb99eed70ed7d4671035007c046a5e1a9f3,20010,167,0,129,693,4,26,34,32,30,1.4992503748125936,66,3.298350824587706,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-06-01T00:00:00+00:00,f5ced19d5476d250d1aa7558bc26b0ccbb0652ea,20010,167,0,129,693,4,26,34,32,30,1.4992503748125936,66,3.298350824587706,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-07-01T00:00:00+00:00,f5ced19d5476d250d1aa7558bc26b0ccbb0652ea,20010,167,0,129,693,4,26,34,32,30,1.4992503748125936,66,3.298350824587706,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-08-01T00:00:00+00:00,abb1c451f7135e3c6be4a12a518a277a8e171b8c,20031,167,0,129,693,4,26,34,32,30,1.4976785981728322,66,3.2948929159802307,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-09-01T00:00:00+00:00,838ee1297794bb869432614edc700a89aff6665a,23996,183,0,139,852,3,27,35,33,30,1.2502083680613436,68,2.833805634272379,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-10-01T00:00:00+00:00,e92d5e30113b61d59c3ea2145772eb756d83d908,24217,189,0,145,867,3,26,35,35,29,1.1975058842961557,70,2.8905314448527895,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-11-01T00:00:00+00:00,6e6605fcd9b65188e29617d21ce59c25186e544c,24217,189,0,145,867,3,26,35,35,29,1.1975058842961557,70,2.8905314448527895,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2022-12-01T00:00:00+00:00,0d2ee57195c19d1fe004b7542dc9f2f4fb95cfef,24227,188,0,144,866,3,26,35,35,29,1.1970115986296281,70,2.889338341519792,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-01-01T00:00:00+00:00,0d2ee57195c19d1fe004b7542dc9f2f4fb95cfef,24227,188,0,144,866,3,26,35,35,29,1.1970115986296281,70,2.889338341519792,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-02-01T00:00:00+00:00,f63326270f16376dbaf877fcac793e3ce8d015b7,24297,189,0,144,866,3,26,35,35,29,1.1935629913158003,70,2.881014116969173,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-03-01T00:00:00+00:00,c84d22e3cd745247f00f0caf6826241f57d41800,24298,189,0,144,866,3,26,35,35,29,1.1935138694542762,70,2.8808955469585977,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-04-01T00:00:00+00:00,744a25d9c546e75a0ac673dadbe86aff40d09550,24247,189,0,144,864,3,26,35,35,29,1.1960242504227327,70,2.8869550872272858,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-05-01T00:00:00+00:00,3628d3521cde4e5f2ad5e913d05cf8698a376ba7,17784,139,0,95,630,3,17,23,18,20,1.1246063877642827,41,2.3054430949167792,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-06-01T00:00:00+00:00,91161e2044feb10771d5a4cc81e64c43e68f822c,24157,189,0,144,854,4,26,35,35,30,1.2418760607691353,70,2.8977108084613157,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-07-01T00:00:00+00:00,91161e2044feb10771d5a4cc81e64c43e68f822c,24157,189,0,144,854,4,26,35,35,30,1.2418760607691353,70,2.8977108084613157,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-08-01T00:00:00+00:00,2d9ef9767e31fc5b87655cad1022c2632b3fd33a,24157,189,0,144,854,4,26,35,35,30,1.2418760607691353,70,2.8977108084613157,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-09-01T00:00:00+00:00,d4936431c4180c4ce9d426c79f6624f423f1af93,24163,189,0,144,854,4,26,35,36,30,1.2415676861316889,71,2.9383768571783304,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-10-01T00:00:00+00:00,5a85fa83158047f4d746362adfb65c4e2d7f6d77,24163,189,0,144,854,4,26,35,36,30,1.2415676861316889,71,2.9383768571783304,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-11-01T00:00:00+00:00,ea9840d25468435f1fc9441a9b92c1b957516e62,24163,189,0,144,854,4,26,35,36,30,1.2415676861316889,71,2.9383768571783304,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2023-12-01T00:00:00+00:00,3f869f1433c0a8a1435d3fd32a6019dd76157e7e,23940,188,0,144,872,4,26,35,36,30,1.2531328320802004,71,2.9657477025898076,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-01-01T00:00:00+00:00,3a6ee746ac42f9655ccf678122f986dcbbc1473c,23948,188,0,144,876,4,26,35,36,30,1.2527142141306162,71,2.9647569734424586,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-02-01T00:00:00+00:00,ea187d734553374b3a8a1b904a7756bc141aa505,24489,194,0,147,901,4,25,36,36,29,1.18420515333415,72,2.940095553105476,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-03-01T00:00:00+00:00,ea187d734553374b3a8a1b904a7756bc141aa505,24489,194,0,147,901,4,25,36,36,29,1.18420515333415,72,2.940095553105476,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-04-01T00:00:00+00:00,64b6fd4cbf72a7566e02ebd0aad7ae680a9ea411,24829,199,0,154,929,6,26,36,36,32,1.2888154980063635,72,2.8998348705143178,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-05-01T00:00:00+00:00,f987aafd8f78d5558e089cb9aea5552b6abd47ff,24981,199,0,154,929,6,26,36,36,32,1.2809735398903166,72,2.8821904647532124,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-06-01T00:00:00+00:00,2b17a917265b2978ec97c7292dd789afa16e665a,25006,200,0,155,931,6,26,36,36,32,1.2796928737103095,72,2.8793089658481965,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-07-01T00:00:00+00:00,2b17a917265b2978ec97c7292dd789afa16e665a,25006,200,0,155,931,6,26,36,36,32,1.2796928737103095,72,2.8793089658481965,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-08-01T00:00:00+00:00,933de42abcf8edff122c7ebd711442dbb3f221f0,24975,199,0,154,929,6,26,37,36,32,1.2812812812812813,73,2.9229229229229228,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-09-01T00:00:00+00:00,b30ba2c1f5219e32a59693e0cea5fa2549d37109,25000,200,0,155,931,6,26,37,36,32,1.28,73,2.92,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-10-01T00:00:00+00:00,b30ba2c1f5219e32a59693e0cea5fa2549d37109,25000,200,0,155,931,6,26,37,36,32,1.28,73,2.92,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-11-01T00:00:00+00:00,a8579c7bbc313a73e8f6e000f959c344afb11c90,25000,200,0,155,931,6,26,37,36,32,1.28,73,2.92,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2024-12-01T00:00:00+00:00,e958b025fb2a856b8b1d17f772329d014b92858a,24995,200,0,155,931,6,26,37,38,32,1.280256051210242,75,3.000600120024005,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-01-01T00:00:00+00:00,7e2c8dc047f93b79db48929f92c2aa129ca331f7,24972,200,0,155,931,6,26,37,38,32,1.281435207432324,75,3.0033637674195095,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-02-01T00:00:00+00:00,7e2c8dc047f93b79db48929f92c2aa129ca331f7,24972,200,0,155,931,6,26,37,38,32,1.281435207432324,75,3.0033637674195095,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-03-01T00:00:00+00:00,860e1e9417d1822aad005d7ce85d3685d729218a,24972,200,0,155,931,6,26,37,38,32,1.281435207432324,75,3.0033637674195095,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-04-01T00:00:00+00:00,860e1e9417d1822aad005d7ce85d3685d729218a,24972,200,0,155,931,6,26,37,38,32,1.281435207432324,75,3.0033637674195095,ok
216883277.0,wieslawsoltes/Svg.Skia,C#,A1,2025-05-01T00:00:00+00:00,dc3b5c7edadc112ea1d74a203618ca0a27dec450,24984,199,0,154,929,7,26,36,38,33,1.3208453410182517,74,2.9618956131924428,ok
